;text;klasifikasi
258;aplikasinya gak berat di handphone tampilannya juga simple mau pick up order juga bisa jadi satset banget tinggal ambil ke store aja tanpa ngantri;Positif
259;uinya simpel banget pengguna baru pasti kaga pusing sama tampilannya voucher promonya banyak juga ;Positif
260;promo ada tapi tidak bisa dipake tulisan nya auto terpasang tapi ga masuk promonya semoga kedepannya ada tombol gunakan sekarang di promonya;Negatif
261;barusan order pake voucher krna pengguna baru tp pas dicek voucher promo lainnya jg banyak banget;Positif
262;promo sih tapi kalo mau pesan kopi susu abis mulu di aps ;Netral
263;bagus si kampanye peduli bumi mengurangi kantong plastik cuma kalian galiat cup yg dipake itu bahan dasarnya apa saya yg order via online merasa tidak nyaman yg tidak ada kantong plastik dan sedotan;Netral
264;mau kasih saran buat apa pickup pake aplikasi kalo ujung ujungnya harus konfirmasi dulu baru dibuatin kopi kenangan udah jadi tinggal dikasih es sama mereka jadi cepet tidak berguna aplikasi kalo ngantri ngantri juga;Netral
265;app tidak berguna niat jualan gk setiap pesan dibatalkan beda banget sama toko sebelah banyak promo dan poin;Negatif
266;niat jualan ga sih semua yg promo tidak bisa diorder ;Negatif
267;error app meminta pesan ulang karena error pas dicek saldo memang blum berkurang tp ternyata pas dipesan ulang yang pertama juga terproses mohon diperbaiki ;Negatif
268;baru download lgsg dapet promo mantap sekaliiii;Positif
269;pas awal download karna emg kepo kata temen gua promonya banyak pas udh pake emang banyak banget dong udah gitu tampilan aplikasinya sederhana tidak bikin pusing moo rajin kumpulin point ah;Positif
270;pesan langsung lewat aplikasi promonya banyak banget dan juga cepat banget si cepat banget nyiapin dan sampenya ga ada menit pesan udah sampe temen temen yang tadinya uninstall aplikasi ini dicoba download lagi aja mereka udah lebih baik banget dari sebelumnya mungkin banyak upgrade ;Positif
271;aneh banget gabisa deteksi alamat jelas saya di palembang malah alamatnya di jkt terus sayangnya juga gabisa dipake buat dine in ya cuma buat take away dan delivery ;Negatif
272;sorry klo saya harus uninstall app tersebut karna aplikasi tersebut tidak bisa order selalu batal karna di tidak di respon oleh restoran untuk apa kalian membayar iklan tapi kinerja app tidak di jalankan semoga kedepannya bisa lebih baik lagi;Negatif
273;pake aplikasi ini jd enak banget karna ada banyak banget voucher yang bisa kita pake setiap hari;Positif
274;mau klik delivery tidak bisa bisa udh gt lokasi yg deket rmh saya tidak ada padhal biasa beli di sana;Positif
275;jiwa points nya bisa dituker buat beli produk janjiw juga tauu jd untung banget order lewat app jiwa nya;Positif
276;sangat buruk outlet janji jiwa di banda aceh setiap ada promo di jiwa selalu tidak di buka outlet melalui jiwa nya;Negatif
277;tidak semua outlet ngaktifin apps tidak membantu apps meskipun harga murah;Negatif
278;suka banget ada aplikasi jiwa ini tiap hari selalu ada promo dimana harga nya jauh lebih murah daripada beli offline meskipun deket banget dari kantor tapi kalo mau beli via online dulu biar dapet harga promo nya ;Positif
279;beli toast sama minum sepaket murah bangettt grgr pesan lewat jiwa auto pake voucherr;Positif
280;kode otp ga masuk masuk;Negatif
281;cukup ok tp pas beli pakai promo kayak ada hal beda dan tolong di tambah paymentnya jangan ewallet saja misal virtual account bank gitu thx u;Netral
282;gak bisa bayar pake cash padahal pick up;Negatif
283;tambah lagi metode pembayarannya tolong resep kopi arennya distandarisasi lagi karna terlalu encer ngga spt mantan sy;Negatif
284;mesen kali yg pertama berhasil ga ada kendala yg kedua stuck di tahap menunggu outlet menerima pihak outlet gabisa konfirmasi pesanan karena eror di sistem gak ada opsi cancel padahal udh di kasih feedback dari user lain sejak maret;Negatif
285;payah lg ada promo kok diaplikasi tutup store lippo plaza jember outlet buka padahal;Negatif
286;tampilannya simpel banget tidak bikin pusingg ditambah lg ada banyak promo juga jadi beli toast sama minum murah bangettt;Positif
287;kalo emang ada promo diniatin dong masa udah order dibatalin hehe;Negatif
288;apasih tidak niat memberi promo ya tidak perlu sok sok an aku ngisi kode pin kenapa tidak bisa terus;Negatif
289;saya pernah order di cabang mawar merah tapi tibatiba dibatalkan oleh karyawannya dg alasan karena ramai order tapi pas sy datang tidak ada siapapun padahal sy sudah nunggu lama itu jadi terlihat banget alasan aslinya karena karyawan itu pemalas melayani pelanggan;Negatif
290;aplikasi tolol mesen apa dikasihnya apa;Negatif
291;bermasalah terus kapan bener nya kak;Negatif
292;tidak usah buat promo kalau gabisa di beli promo nya;Negatif
293;tolong dong min diupdate lagi masa di samarinda cuma outlet aja yang masuk di aplikasi ini itupun outlet nya jauh;Negatif
294;balikin saldo gopay ku setelah pesananan ku dibatalin;Negatif
295;aplikasi belom layak pakai udah di luncurin jelek lambat sering error kecewa banget;Negatif
296;promo sering habis jadi outletnya tidak tersedia gitu app lambat;Negatif
297;sudah dibayar malah pesanan di batalkan dan dana tidak kembali;Negatif
298;kacau;Negatif
299;keren banget enak;Positif
300;download aplikasi waktu mau menikmati promo malah tidak bisa buat masukin alamat loadingnya pun lama;Negatif
301;benerin dulu aplikasinya;Negatif
302;aplikasinya lama loadingnya;Negatif
303;aplikasi berat dan suka eror tiap kali masukan menunotif pesanan tidak dapat di proses menu pembayaran tidak ada qris;Negatif
304;promo cuma penipuan doang gak berguna;Negatif
305;aplikasi sampah;Negatif
306;lama dalam mengurus pesanan;Negatif
307;mau order harus login mau daftar susah setengah mati;Negatif
308;ga semua outlet ada di aplikasi jelek;Negatif
309;aplikasi lambat;Negatif
310;pas baru regis akun lgsg dpt voucher diskon untung bangett buat beli jajannn < ;Positif
311;baru aja gw pake ni voucher semoga makin banyak promo lagi ya jiwa biar gw betah beli di sini wkwkwk;Positif
312;appnya bagus dan banyak dapet info info promo dari sini so goood;Positif
313;aplikasi ribet order di lippo puri masuk ke puri mansion apartment susah lupa milih outlet;Negatif
314;promo diaplikasi nya masih ada tapi stock tidak tersedia sedangkan cust beli manual stock ada;Negatif
315;pertama tama tampilan designnya perlu diapresiasi soalnya sederhana tapi tetap informatif ditambah lagi karena udah sejalan sama rebrand mereka yg baru jadinya jauh lebih segar aja liatnya;Positif
316;selalu dapet diskon;Positif
317;eh mantap banget deh tinggal order kupi di app jiwa terus pick up aja jadi mudah banget tidak perlu pake ngantri;Positif
318;jelek banget pelayanan kalau ga nerima orderan promo tidak perlu dimunculin di app nya buang buang waktu pick up ;Negatif
319;aplikasi gak berlaku di riau lawak si wkwkwkwk;Negatif
320;karena banyak promo jd sering banget beli janjiw di jiwa buat minum bareng anakanak kantor;Positif
321;merasa di bohongi point' saya sudah puluhan ribu tetapi tidak bisa digunakan padahal sudah berbulan bulan kata admin ig alesan nya aplikasi belum mendukung aneh banget nyiptain point' tp aplikasi ga mendukung kalah sama fore dan kopi kenangan;Negatif
322;d aplikasi pesanan sudah selesai pas di ambil belum di bikin mulu bukan sekali kali ini ;Negatif
323;pas beli diskon outlet selalu nolak sangat tidak sopan sekali;Negatif
324;download ini tuh awalnya emg cuma karna promo ajaa tp skrng jd pake setiap hari karna emg ngebantu banget buat order kopi tinggal pick up aja dehhh;Positif
325;jadi tidak akan ketinggalan kalo ada promo dari janjiw semenjak pake aplikasi inii soalnya di tampilan utama app nya aja langsung muncul banyak info diskon dan menu baru keren banget lo janjiw ;Positif
326;aplikasinya bagus nyaman ga lambat teman bisa pakai kode referal sofiei untuk diskon^^;Positif
327;tau aplikasi ini dari temen gw fix gw bakal ngumpulin banyak poin sih soalnya gw emg suka beli janjiw dari duluu ;Positif
328;pesan di app jiwa ini jadi lebih gampang soalnya semua menu lengkap banget dan bs pilih berbagai outlet terdekat;Positif
329;jadi lebih mudah untuk pesan via online;Positif
330;bisa bagi kode referral jg ke temen loh kalo mau dpt voucher asal mrk masukin kode referral aja pas baruu download;Positif
331;promo lewat aplikasi ok tapi order yang salah tidak bisa di batalkan misal mengganti lokasi pick up mungkin bisa di tambahkan fitur pembatalanedit di detik pertama jiwa care juga harus lebih responsif ;Netral
332;jadi jiwa bisa ngumpulin jiwa points biar bisa dituker sama produk janjiw gituu untung bangett pake app ini;Positif
333;ih enak banget di jiwa aku biasanya pake ini buat pick up order jd tidak perlu ngantri lagi asik banget dah jadi cepat;Positif
334;buruk sekali aplikasinya lambat dan tidak bisa terhubung dengan gopay alhasil kali gagal transaksi dan milih beli yg lain aja mohon dibenahi ;Negatif
335;mohon maaf aku pecinta janji jiwa kenapa kemasan di rubah yang baru ga bagus ga banget deh lebih bagus design yang lama kemasannya jadi ga menarik bikin ga mood deh bisa balikan ke design yang lama ga sedotannya juga ga bagus pokoknya aku suka yang lama lebih berkarakter dan berkelas terima kasih ;Negatif
336;tolong untuk order masuk dikasih bunyi notifikasi biar outlet langsung tau bahwa ada order masuk sy berapa kali gagal karna outlet tidak tau ada order jadi order tidak diterima yg akhirnya dibatalkan secara otomatis oleh app;Negatif
337;oke dan mudah;Positif
338;kesan pertama saya sangat buruk terhadap apps ini saya coba delivery via apps bnr lama sekali prosesnya dri saya pesan sampai ketangan saya memakan waktu jam kendala ada di driver saya kli ganti driver karena yg pertama tidak jalan status otw outlet tidak berubah selama mnit dan untuk yg kedua sama seperti itu cuman yg kedua ini setelah saya komplain baru ada pergerakan untuk kdpnnya lebih diperhatikan lagi lah kerjasama dengan jasa antar nya klo kek gini bnr ngecewain ;Negatif
339;mantap anjay mabar semagat developer yang harus bersabar dalam memperbaiki eror pada aplikasi ini;Positif
340;upgrade mulu tapi sistem tidak dibenahin mau mesen aja harus ngulang mulu dibatalin mulu sama sistem mesen jam siang baru gk eror jam an lu gila ya bikin aplikasi;Negatif
341;yg diskon stok kosong terus seluruh toko di palembang pdhal dr aplikasi lain ada ;Negatif
342;pesan gagal mulu bikin emosi;Negatif
343;di cancel;Negatif
344;aplikasi paling ngabisin semua ga sampe sebulan rasanya minta update terus ;Negatif
345;pelayanannya jelek aku sudah pesan nyampenya hampir jam;Negatif
346;diskon promo kemudahan bertransaksi nya juga oke yang jadi masalah app nya lambat berat lambat ;Netral
347;cepat tepat berdaya guna;Positif
348;mau pesan aja susah banget ya sampe batal terus;Negatif
349;uninstall aja app sampah ini di app semua item kosong atau outlet nya tutup apalagi yg promo selalu tidak tersedia giliran langsung beli outlet ternyata ada dan tersedia ;Negatif
350;masuk aplikasi lambat sekali lag ;Negatif
351;percuma flast sale gak bsa di order klo gak niat y gak usah dong ;Negatif
352;bintang ajadi daerah saya menunya tidak tersedia mulu;Negatif
353;oke;Positif
354;masa iya tiap hari kopi susu di janji jiwa dempo hm rasyad selalu kosong dari tgl juli smpe agustus tiap cek pasti gak tersedia niat ngak sih buat promo persevering tolong di follow up ;Negatif
355;di pilihan menu statusnya ada begitu masuk keranjang tidak tersedia;Negatif
356;untuk outlet yang terdekat dalam kota tidak tersedia di aplikasi padahal ada outlet malah yg ada cma di luar kota aneh banget ni aplikasi tidak mempermudah konsumen ;Negatif
357;abis pesan pake delivery pas pakai voucher tiba tiba stlh byr pake orenpay jd pickup akhirnya ngambil deh ke lokasi diperbaiki lagi aplikasinya;Negatif
358;nggak ada janji jiwa yang di manado;Negatif
359;aplikasi lambat boss mohon diperbaiki;Negatif
360;min tambahin pilihan minumannya biar sama seperti di outlet dong atau bikin mudah seperti pilihan yg ada terpajang di outlet munculin semua seperti aplikasi yg lama ;Netral
361;setelah update kok malah eror aplikasinya;Negatif
362;loading nya lama;Negatif
363;pelayanan sangat mengecewakan pesan di sistem tiba dibatalkan ;Negatif
364;ada voucher ongkir voucher diskon diskon tpi semuanya gabisa dipake voucher tidak dapat digunakan padahal udh memenuhi syarat pembelian aneh ;Negatif
365;mantap sangat bagus kasi promonya lagi dong;Positif
366;eror;Negatif
367;gak ada produk koq jualan di aplikasi payah;Negatif
368;uang saya gabalik balik;Negatif
369;aplikasi sering eror;Negatif
370;semoga ada tambahan pilihan metode pembayaran yang bayar tunai ditempat kadang di metode pembayaran digital lupa saldo terimakasih;Netral
371;update mulu perasaan cepet banget ini harus update lagi dan lagi;Negatif
372;aneh store buka tapi di aplikasi tutup yang buka di luar kota semua;Negatif
373;outlet pekanbaru gak ada;Negatif
374;bagus banget;Positif
375;aplikasi kocak update terus setiap minggu;Negatif
376;saya pesan x tapi di batal kan mksd nya apaa;Negatif
377;promo banyak tapi pas order malah dicancel outlet gak ada kejelasan juga ngapa tiba tiba dicancel;Negatif
378;app gajelas semua outletnya tutup;Negatif
379;kecewa masak iya mau aktifin nomer harus nunggu hari ;Negatif
380;aplikasi busuk;Negatif
381;aplikasi error terus sekali aja bisa abis itu dibatalkan terus ;Negatif
382;voucher promo gak bisa dipakai saat co kalo gak niat bikin promo gak usah promo ongkir kok lebih mahal dr aplikasi grab ya mending beli via grab lah trus aplikasi jj apa gunanya ;Negatif
383;oke dan banyak promo;Positif
384;cara pakai vouchernya gimana baru install aplikasi tapi tidak bisa pakai voucher promo kasih tau nanti saya rubah bintangnya;Netral
385;ongkirnya mahal;Negatif
386;gak ada kejelasan sudah order tapi gak ada yang pickup untuk order delivery pesanan tidak sampai ke alamat;Negatif
387;untuk promo dan voucher cukup oke penggunaan aplikasi cukup mudah walaupun agak lambat tetapi setelah kali order terasa sekali penurunan kualitas minuman yang dibeli lewat aplikasi daripada beli langsung ke outlet terasa sekali perbedaan rasanya jadi kecewa;Netral
388;pembayarannya kemaren bisa pake ovo ehh skrg cuman go pay padahal baru download kemaren dan belum pesan;Negatif
389;payah order pickup di batalin sma pihak outlet;Negatif
390;lagi event diskon pas udah bayar eh malah pesanan dibatalkan wkwkwk;Negatif
391;niatnya baik punya aplikasi tinggal pesan jadi ga harus menunggu antri lah malah tiba di batalkan gak tau yg batalkan dari aplikasinya atau outletnya yg tidak mau menerima aneh ;Negatif
392;serius masa tidak bisa login si;Negatif
393;aplikasi rusak outlet trisakti banjarmasin malah gak ada emg blm lengkap atau aplikasi ny yg rusak benerin dlu aplikasi ny tambahin dlu outlet nya trus mudahkan dalam pencarian outlet ny;Negatif
394;ga jelas aplikasi nya kebatal dua kali pertama kebatal terus saldo gopay ga dikembaliin kedua kebatal ga diproses tidak jelas aplikasinya;Negatif
395;sejauh ini sudah puluhan kali beli melalui apps tidak ada kendala dan proses cepat tinggal ambil dilokasi tapi tapiii setiap beli minuman dengan penawaran promo atau diskon rasa minumannya sering kali berubah ubah tidak konsisten dan beberapa kali bahkan tidak enak rasanya ;Negatif
396;ada promo tapi barang nya tidak tersedia trus aplikasi sampah ;Negatif
397;mimin makasih udahh kasih promo terus kalo pake aplikasi ;Positif
398;outlet janji jiwa palm spring tutup terus di aplikasi kayaknya karyawan sengaja matikan di aplikasi biar promo tidak bisa dipakai atau malas orderan banyak wkwkwk so tidak bisa mesan hmm mengecewakan sekali ;Negatif
399;sering bermasalah saat transaksi sering cancel;Negatif
400;voucher nya tidak bisa digunakan;Negatif
401;aplikasinya lambat mau nentuin aplikasi terdekat aja susah banget mana pas otomatis kedainya di denpasar lagi giak jauh amat bisa bangkrut gua;Negatif
402;baru juga selesai download aplikasi udh minta di update aja bikin penuh memori;Negatif
403;terus berkembang menjadi lebih baik ya;Netral
404;sering sering promo yaaa min jj;Positif
405;banyak promo tp aplikasinya sering banget harus diperbarui mana mau perbarui tidak bisa jadi harus di hapus terus instal ulang;Negatif
406;banyak banget diskonan nya keren banget ni aplikasi;Positif
407;aplikasi terbaik pemesanan kopi online lebih baik dari kopi yang lain banyak diskon dan promonya up to gunakan kode referral iymeue untuk dapat promonya ;Positif
408;pilihan menu tidak bisa diubah oleh karyawan di outlet terkait ada outlet yg buka tetapi pas pesan terdapat notifikasi outlet tutup sudah beberapa kali pesan tetapi tidak langsung di respon oleh outlet ada outlet yang lebih dekat tetapi tidak terdeteksi di aplikasi atau belum ada di aplikasi mohon management segara perbaiki terimakasih;Negatif
409;saya daftar mengalami kendala ketika memasukkan pin baru ada kotak tapi yang terisi hanya kotak ada peringatan refferal code not found saya coba download di hp lain tetap sama kotak pin yang bisa di isi hanya kotak jadi tolong diperbaiki ya biar saya update juga bintangnya saat ini saya uninstall dulu aplikasinya terima kasih kepada staf kopi janji jiwa soekarno tahunan jepara mas rizqi yg memberikan saya kesempatan menggunakan akunnya utk order kopi roti kentangnya ;Negatif
410;aneh banget pesan lewat aplikasi dekat outlet udah laoding lama tiba pesanan di batalkan padahal pas outlet sepi ga ada pengunjung mau ngulang lagi malas alhasil beli kopi yg lain ;Negatif
411;ribet banget harus ini tgl lahir developer app nya bego bayangin kl loe lahir th jempol harus scrolling mundur dari ke an butuh waktu berapa lama ;Negatif
412;kok yg terdekat tidak bisa dipilih sih padahal buka loh;Negatif
413;hadeh ada fitur menghidupkan lokasi malah gak sesuai malah ke provinsi sebelah untuk daerah riau gak ada janji jiwa kah perasaan banyak bertebaran di pku tapi malah gak ada beroperasi;Negatif
414;banyak promo gass aplikasi cukup lancar juga;Positif
415;untuk outlet tidak lengkap masa di jogja cuma bisa outlet padahal ada banyak outlet di jogja tolong ini di perbaiki pengen pake promo tapi gini amat;Negatif
416;aplikasi nya kenapa harus sering di update sih jujur lebih suka aplikasi yang dulu harganya lebih murahlebih mudah pake aplikasinya gampang dan gak harus selalu diperbaharui terus setiap beli paket kopi yang promo nya selalu rasanya gak enak entah es nya kebanyakan atau kopinya yang terlalu sedikit kecewa sich sekelas janji jiwa rasa kopinya seperti itu iya mungkin karena promo tapi emang harus semuanya gak enak ;Negatif
417;masih juga belum ada tambahan metode pembayaran cash debit credits card biar lebih beragam jadi kalau customer ga harus top up e wallet ;Negatif
418;aplikasi scam;Negatif
419;sejauh ini bagus tapi dari sisi sinkronisasi antara aplikasi jiwa sama grab kurang banget alhasil sulit berkomunikasi via aplikasi grab pemantauan posis driver juga harus klik lokasi berkali kali untuk sekedar liat posisi driver tolong ditingkatkan yaaa;Netral
420;dah pesan dah bayar tapi tidak jelas statusnya;Negatif
421;baru update kenapa suruh update terus;Negatif
422;apa gunanya aplikasi jjanji jiwa ini mau pesan lewat app x dibatalkan dari pihak janji jiwanya mengecewakan gak lagi beli online maupun offline kacau ;Negatif
423;banyak outlet yg tidak ada di app masa sejogja cuman doang itupun yg tutup mulu;Negatif
424;aplikasi nya setiap di buka update mulu tidak jelas;Negatif
425;menurut saya semua udah bagus tapi agak lambat ketika memberikan respon ketika saya minta pengembalian dana katanya sudah disiaplikasian setelah ditunggu sejam kemudian katanya belum dipick up driver setelah itu ternyata udah di pengembalian dana oleh pihak terkait agak sebel sih;Netral
426;pesan via app selalu gak diterima;Negatif
427;lambat banget tidak niat buat aplikasi ada juga yg ngasih bintang dan seolah menyalahkan device orang wkwkwkw hellow iphone aja pake aplikasi ini juga error' apakah masih bisa pembelaan minimal tuh minta maaf bkan menyalahkan ;Negatif
428;aplikasi apaan gak bisa di pakai jaman sekarang customer lebih mudah dan praktis belanja melalui online kalau tidak segara di perbaiki gak bakal ada kemajuan ;Negatif
429;transaksi gagal uang tidak di kembalikan;Negatif
430;gajelas banget sumpah aplikasi ini;Negatif
431;gw ganti jadi bintang satu gila lama banget loading nya selalu ada notif error tapi pas cek keranjang tiba tiba udh banyak aja yg dipilih karena keterangan selalu error jadi coba klik pesanan berulang kali org juga malas pesan pake aplikasi karena loading nya lama error terus ;Negatif
432;aplikasi lambat buat apa dibikin bukannya mempermudah malah memperlambat tipe developer yang gak mentingin fitur;Negatif
433;error terus app nya;Negatif
434;ui nya ok simple tapiii lambatt bangettt ya tolong perbaiki masa mau pesan aja gabisaaa;Netral
435;aplikasi sampah gabisa atur lokasi sistemnya ngebug trs;Negatif
436;aplikasi terlalu banyak bug;Negatif
437;aplikasi buruk error terus tidak bisa dipakai;Negatif
438;tidak berguna;Negatif
439;ngasih promoan tp pas checkout lama banget loading terus;Negatif
440;aplikasinya lambat;Negatif
441;tidak bisa daftar login;Negatif
442;saya pesan lewat aplikasi ini tiga kali berturut selalu dibatalkan oleh pihak aplikasi tanpa alasan bisa tolong bantu dijawab keluhan saya ini;Negatif
443;banyak promo;Positif
444;pembayaran tidak bisa pakai ovo setelah update versi terbaru sdh lapor disuru di cek berkala sdh seperti ini lebih dari bln mau cek berkala sampai kapan ;Negatif
445;gimana sih voucher tidak bisa dipakai kenapa notifikasi segala kalau tidak bisa di pake potongan ongkir jg sama taiiii klw ga bs pake jgn php in org mw pesan lwt aplikasi aja ribet benerin dlu sana aplikasi baru gua pesan bikin ksl;Negatif
446;aplikasi sangat buruk ketika pembayaran malah error' ;Negatif
447;udah hp coba pakek aplikasi aplikasi gak bisa dipake pas pembayaran;Negatif
448;ketersediaan stock menu tidak pernah update disini padahal kalo beli langsung kesana driver dr aplikasi gojek menunya ada tapi kalo cek di aplikasi kosong heran bisa gitu ya mengecewakan ;Negatif
449;kebanyakan updte mulu ampun;Negatif
450;promo tidak dapat digunakan;Negatif
451;praktis banyak diskon tp kopi yg d terima tidak sesuai yg d pesan pesan senja tp rasa biji kopi regular komplain jiwa care bukanya menyelesaikan masalah malah cari alasan untuk membenarkan masalah mending ga usah ada jiwa care drpd buang buang waktu komplain sungguh mengecewakan;Negatif
452;metode pembayaran tidak lengkap hanya bisa beberapa ewallet tertentu tidak bisa cash debit kredit apalagi qris aplikasi terasa lambat tolong dilengkapi dan diperbaiki lagi aplikasinya ;Negatif
453;aplikasi jelek jelek banget udh input kode refferal tapi tidak dapat diskon ;Negatif
454;terlalu sering update;Negatif
455;terimakasih untuk diskon nya baru pertama kali download semuanya lancar ;Positif
456;aplikasinya tidak berguna lokasi di jogja tapi buka aplikasi mau pesan ga ada pilihan terdekat padahal harusnya ada yg jarak km dipilihin dari aplikasinya yg km lebih buat pickupdelivery malah kebanyakan pilihan store dari jakarta gw mau beli kopi aja harus pickupdelivery dari jakarta gitu ;Negatif
457;minta update doang sering banget tp point' gue tidak bisa ditukarkan ;Negatif
458;perbaiki aplikasinya masa pas mau lakukan pembayaran via pihak ketiga gak bisa yg diskon yg tanpa diskon baru bisa terus pas sdh bayar pergi ke outletnya katanya gak ada masuk eh ternyata batal dan uanganya d pengembalian dana ;Negatif
459;mereka belum siap dengan pengiriman nya entah human eror atau gimana tapi kita gabisa pesan lewat sini udah beberapa jam nunggu akhirnya di pengembalian dana juga karena alasan gak dapet kurir;Negatif
460;percuma ada point tapi gapernah bisa dipakai buat apa coba ;Negatif
461;ini jiwa point kenapa tidak bisa dipakai ;Negatif
462;dari pertama download tidak bisa dipakai sama sekali lokasi sudah dimasukkan di pekanbaru lokasi outlet yang muncul malah di batam yang lancar di jawa doang kayanya ;Negatif
463;aplikasi lambat gak niat bikin apa gimana sih;Negatif
464;kumpulin poin tapi sdh lama gk kepake;Negatif
465;aplikasi nyusahin busuk bngt beli ditoko yang paling deket menurut aplikasi ini gak sampe km pas ke rukonya sesuai dengan dengan map yg diaplikasi ini malah g ada toko taunya pas dicari google tempatnya sampe km udah dibikin nyasar sama map aplikasi jauh bngt lagi toko sebenernya aplikasi busuk lah pokokny;Negatif
466;mantap;Positif
467;yaelah baru di download malah gak bisa di pake untuk di indonesia bagian timur jelek aplikasi ini mah kesannya apps yg di paksa jadi pdhl belum selesai mending di mantap dulu apps nya baru nti suruh teman sejiwa download spya nti kesannya nanti gak mengecewakan plis langsung di koreksi jangan di ulur;Negatif
468;luar biasa saya tertarik dengan potongan harganya terima kasih ;Positif
469;knp saat ingin memferivikasi nomor ponsel saya tidak bisa padahal saya sudah memberikan otp nya dengan benar saya sudah coba berulang kali dan hasilnya sama saja ;Negatif
470;makasih;Positif
471;saya lebih suka aplikasi yang lama lebih mudah dan nyaman;Negatif
472;happy banyak disc nyamoga srg ada disc ya ;Positif
473;pertama kali coba aplikasinya oke dan berfungsi hanya saja tidak semua outlet support aplikasi jiwa ini contohnya janji jiwa yg di muara karang deket tempat sy tidak tersedia di aplikasi ini tolong lah semua lokasi janji jiwanya di update ;Netral
474;tidak bisa memakai jiwa point;Negatif
475;udah x pake alhamdulillah tidak ada masalah;Positif
476;suka tidak jelas lambat banget mau bayar tapi tidak ada notifikasi di e walletnya tolong perbaiki lg;Negatif
477;bagus dan saya sangat menunggu ini abaikan komen bintang yang lain error itu banyak faktor terutama di device pengguna itu sendiri saya dan temen temen pake jiwa aman lancar tanpa bug atau error semangat jiwa grup ;Positif
478;aplikasi gajelas mending aplikasi kopken;Negatif
479;aplikasinya bagus tapi sayang gak semua outlet ada padahal d sekitar sini ada sekitar outlet terdekat tapi ' nya gak ada d aplikasi;Netral
480;kalo belom siap bikin aplikasi ngga usah launching aplikasi saya rugi ribu gara outlet otomatis terkedata nya di cikini padahal lokasi saya depok saya udah on gps dan download aplikasi pun di outlet depok direkomendasikan kasir saya kaget tiba kasir outlet bilang pesanan belom masuk sudah hubungi cs nggak ada solusi sama sekali rugi quota rugi uang kapok aplikasi sampah ;Negatif
481;pesanan dibatalin tapi saldo gopaynya ga balik gimana sih ini aplikasinya;Negatif
482;keren;Positif
483;katanya dpt voucher pengguna pertama eh setelah di chekout gak bisa dongg orderanku dicancel x sama janji jiwa bohong yaa promonya ;Negatif
484;mengecewakan pesan di jiwa plus setelah pembayaran berhasil malah error udh saldo kepotong dan akhirnya gk bsa pesan udah gtu saldo balik nya masa nunggu aplikasi nya benar entah kapan sangat kecewa ;Negatif
485;baru pertama kali kasih rating ke aplikasi orderan dicancel padahal udah bayar duitnya ga balik chat customer service ga ada balesan aplikasi terjelek ;Negatif
486;aplikasi terjelek sih masa w dah pesan dan bayar tiba pesanan gw diaplikasi di batalkan gmna uang w kan udh terpotong;Negatif
487;error broo susah bgd mau pesannya even gak bisa sama sekali loading terus;Negatif
488;aplikasi banyak bugnya gabisa order padahal sudah kali dicoba ke caffenya langsung sama baristanya masih gabisa juga rugi bensin rugi paket data buat aplikasi kayak gini doang ;Negatif
489;aplikasi rusak ovo ketahan;Negatif
490;masih kurang;Negatif
491;mesan kali di tolak kali pake nunggu lama lagi udah siap apa belum sih pake app kalah jauh sama kenangan;Negatif
492;untuk perihal lokasi tolong banget diperbaiki tidak bisa sinkron dengan lokasi saya saat ini udah kucoba update namun sama saja masih tidak ada perubahan mau coba order pun gajadi terus karna lokasinya gak sesuai alias meleset jauh banget tidak sesuai sama lokasi saya saat ini;Negatif
493;tidak bisa memasukkan voucher;Negatif
494;kok tidak bisa pembayaran ketika saya klik pembayaran menggunakan shoppee tidak muncul pin untuk pembayaran dan ke cancel;Negatif
495;banyak bug waktu pembayaran ewallet gabisa lanjut ke pembayaran;Negatif
496;ini gimana sih klo yg baru blm sebaik aplikasi yg lama janganlah di launch aplikasi yg baru udah login susah outlet ga lengkap tinggalkan saja;Negatif
497;aplikasi baru malah lambat sekali tidak responsif enak aplikasi lama;Negatif
498;ini kenapa aplikasi gabisa di pakai mau beli di outlet pekanbaru malah di suruh ke outlet bukit tinggi tolong dong di perbaiki udh bulan tidak bisa di pakai ini klo belum siap sm aplikasi baru mending di hapus aja ;Negatif
499;kamis maret jam wib barusan download app ini mau beli melalui app untung tanya dulu ke store nya ternyata store jilid kagak ada katanya si mbak app lg error kalah sama kopi kenangan kopi kenangan gak pernah error dan banyak promo melalui app ;Negatif
500;ini jiwa point kek nya gak bakalan bisa digunain jiwa point saya udah kadaluarsa sendiri karna tidak bisa di gunakan;Negatif
501;aplikasi berfungsi gak sih masa order kali di outlet berbeda dibatalkan terus jangan aplikasi scam nih bahaya ;Negatif
502;pembayarannya ribet gak jelas;Negatif
503;hai pengalaman menggunakan aplikasi ini terlihat lebih lama dibandingkan order secara langsung sungguh mengecewakan bintang ;Negatif
504;outletnya tidak bisa dipilih gabisa input alamat selalu gagal;Negatif
505;bodoh aplikasi tidak berguna ;Negatif
506;gak bisa digunakan mau daftar aja gak bisa;Negatif
507;dapet voucher makasii sumpahh enak banget kopi sama toas nyaa janji jiwa di soreang bandung mantap ;Positif
508;mohon maaf tak kasih bintang kenapa nulis tanggal lahir kok mundur mundur ;Negatif
